	TCGA.3Z.A93Z	TCGA.6D.AA2E	TCGA.A3.3358	TCGA.A3.3387	TCGA.A3.A6NI	TCGA.A3.A6NJ	TCGA.A3.A6NL	TCGA.A3.A6NN	TCGA.A3.A8CQ	TCGA.A3.A8OU	TCGA.A3.A8OV	TCGA.A3.A8OW	TCGA.A3.A8OX	TCGA.AK.3440	TCGA.AK.3458	TCGA.B0.4698	TCGA.B0.4700	TCGA.B0.4706	TCGA.B0.4710	TCGA.B0.4712	TCGA.B0.4810	TCGA.B0.4811	TCGA.B0.4815	TCGA.B0.4816	TCGA.B0.4818	TCGA.B0.4821	TCGA.B0.4852	TCGA.B0.5080	TCGA.B0.5399	TCGA.B0.5400	TCGA.B0.5402	TCGA.B0.5690	TCGA.B0.5691	TCGA.B0.5692	TCGA.B0.5693	TCGA.B0.5694	TCGA.B0.5695	TCGA.B0.5696	TCGA.B0.5697	TCGA.B0.5698	TCGA.B0.5699	TCGA.B0.5700	TCGA.B0.5701	TCGA.B0.5702	TCGA.B0.5703	TCGA.B0.5705	TCGA.B0.5706	TCGA.B0.5707	TCGA.B0.5709	TCGA.B0.5710	TCGA.B0.5711	TCGA.B0.5712	TCGA.B0.5713	TCGA.B0.5812	TCGA.B2.3924	TCGA.B2.5633	TCGA.B2.5635	TCGA.B2.5636	TCGA.B2.5639	TCGA.B2.5641	TCGA.B2.A4SR	TCGA.B4.5377	TCGA.B4.5378	TCGA.B4.5832	TCGA.B4.5834	TCGA.B4.5835	TCGA.B4.5836	TCGA.B4.5838	TCGA.B4.5843	TCGA.B4.5844	TCGA.B8.4146	TCGA.B8.4153	TCGA.B8.4621	TCGA.B8.4622	TCGA.B8.5545	TCGA.B8.5546	TCGA.B8.5549	TCGA.B8.5550	TCGA.B8.5551	TCGA.B8.5552	TCGA.B8.5553	TCGA.B8.A54D	TCGA.B8.A54E	TCGA.B8.A54F	TCGA.B8.A54G	TCGA.B8.A54H	TCGA.B8.A54I	TCGA.B8.A54J	TCGA.B8.A54K	TCGA.B8.A7U6	TCGA.B8.A8YJ	TCGA.BP.4770	TCGA.CJ.5671	TCGA.CJ.5672	TCGA.CJ.5675	TCGA.CJ.5676	TCGA.CJ.5677	TCGA.CJ.5678	TCGA.CJ.5679	TCGA.CJ.5680	TCGA.CJ.5681	TCGA.CJ.5682	TCGA.CJ.5683	TCGA.CJ.5684	TCGA.CJ.5686	TCGA.CJ.5689	TCGA.CJ.6027	TCGA.CJ.6028	TCGA.CJ.6030	TCGA.CJ.6031	TCGA.CJ.6032	TCGA.CJ.6033	TCGA.CW.5580	TCGA.CW.5581	TCGA.CW.5583	TCGA.CW.5584	TCGA.CW.5585	TCGA.CW.5587	TCGA.CW.5588	TCGA.CW.5589	TCGA.CW.5590	TCGA.CW.5591	TCGA.CW.6087	TCGA.CW.6088	TCGA.CW.6090	TCGA.CW.6093	TCGA.CW.6097	TCGA.CZ.4863	TCGA.CZ.4864	TCGA.CZ.4865	TCGA.CZ.4866	TCGA.CZ.5451	TCGA.CZ.5452	TCGA.CZ.5453	TCGA.CZ.5454	TCGA.CZ.5455	TCGA.CZ.5456	TCGA.CZ.5457	TCGA.CZ.5458	TCGA.CZ.5459	TCGA.CZ.5460	TCGA.CZ.5461	TCGA.CZ.5462	TCGA.CZ.5463	TCGA.CZ.5464	TCGA.CZ.5465	TCGA.CZ.5466	TCGA.CZ.5467	TCGA.CZ.5468	TCGA.CZ.5469	TCGA.CZ.5470	TCGA.CZ.5982	TCGA.CZ.5984	TCGA.CZ.5985	TCGA.CZ.5986	TCGA.CZ.5987	TCGA.CZ.5988	TCGA.CZ.5989	TCGA.DV.5565	TCGA.DV.5566	TCGA.DV.5567	TCGA.DV.5568	TCGA.DV.5569	TCGA.DV.5573	TCGA.DV.5574	TCGA.DV.5575	TCGA.DV.5576	TCGA.DV.A4VX	TCGA.DV.A4VZ	TCGA.DV.A4W0	TCGA.EU.5904	TCGA.EU.5905	TCGA.EU.5906	TCGA.EU.5907	TCGA.G6.A5PC	TCGA.G6.A8L6	TCGA.G6.A8L7	TCGA.G6.A8L8	TCGA.GK.A6C7	TCGA.MM.A563	TCGA.MM.A564	TCGA.MM.A84U	TCGA.MW.A4EC	TCGA.T7.A92I
cg15622158	1.357636409	1.258717692	-0.139368034	0.489733816	1.071524259	0.47120079	0.877889639	0.182854447	-0.148219953	1.267983413	0.867765411	1.331928797	0.701842839	-2.329609591	0.912788547	-0.66962223	0.714353243	-0.894432514	-1.884667455	-1.87611761	-1.248099277	-0.430115404	-0.837828311	-0.923989426	-0.608674801	0.236604595	-0.102249726	-0.488401881	-0.363932864	-0.314939247	-0.406490119	0.74172039	0.049453028	1.325824336	-0.079327736	-0.295211725	1.119213186	0.568187827	0.500522504	1.289337103	1.191642601	0.52192842	0.846526477	-0.364001703	0.642001996	1.2291502	0.36145939	1.242595951	0.269903866	-0.339185811	-0.929674313	-0.373297888	-0.425670395	-1.494966295	1.131885477	-0.430767336	-0.241284884	-1.435452934	1.186326031	0.571658469	0.690805889	0.541852538	-2.189732139	0.002736868	-0.693130706	0.83082171	-0.076248264	0.728647293	1.028883252	0.763565805	1.043653187	0.38587266	0.891054611	1.034802493	-0.902637058	-1.597063828	0.64225792	-0.771533308	1.212446697	0.224037323	-0.276574061	-0.201706859	0.857990365	-0.556372013	1.205011347	0.258563727	1.087948087	-0.272267249	-2.219777483	0.989629472	-0.150466625	-0.623096586	-0.310955529	0.436488263	0.576771595	0.27307409	-0.052124111	0.841118597	0.9177036	0.52702916	1.191532122	1.209351728	-0.700880967	1.102313311	0.755623715	0.132959656	0.999336729	-0.106611608	0.697475954	-0.569958294	0.486790549	-0.062174786	0.384172313	-0.56812187	0.68542453	-0.05190078	0.392233845	-0.167272254	0.744707544	0.554181292	0.864949151	1.008186301	-0.511534543	-1.298406595	1.174617181	-1.192820477	0.101293123	-2.09209745	-0.589316943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg15626350	0.386299612	0.201799254	0.786192004	0.892530888	1.123902146	-0.506543598	-0.695335358	1.090562343	1.469175839	-0.595085443	1.742452498	-0.99186512	0.353056816	-1.2448184	-0.367914715	-0.505949377	0.484242713	-0.6228677	-1.602146265	-1.228473352	-0.603907216	-0.231459717	-0.215329089	-1.2541804	-0.583715477	-0.501305057	-0.353294306	-0.127266762	1.545000798	0.164100243	0.068078645	-1.235177915	-0.346509108	0.871235168	0.650184634	0.827898671	0.785503539	0.115230462	0.916592991	1.645707637	1.046531083	-0.758643678	1.777637569	-0.482400077	1.549458204	-0.511688736	0.836625046	0.069977605	1.354170208	-0.328520852	-0.672526857	-0.067986918	-0.243994223	0.625704856	-0.112703883	-0.804421974	0.406790267	-1.352735134	-0.09445053	0.880714262	0.028133114	1.499489704	-1.530161612	0.89799733	-0.956283833	0.484046059	-0.388678187	0.786638684	-0.302295626	0.468292855	0.664679124	-0.916244805	1.479960602	1.484433882	0.315998565	-1.412410161	0.71748067	0.845327193	1.156992335	-1.131110846	1.536181764	-0.304596628	1.465595881	-0.877725139	0.05966292	0.09317961	1.02613516	0.677393537	-1.471713284	1.348766909	0.31554098	-0.239495852	1.012853954	0.090669753	0.827071796	-0.154867167	1.196811802	0.274211265	1.829941304	-0.736185475	-1.022972699	0.289387129	0.944002454	1.613172409	0.556091697	0.600051178	1.775561214	1.0296099	0.67723265	0.649694317	-0.531626608	-1.048097556	-1.1263486	0.570356403	-1.146683647	0.11595966	-1.397165562	0.632861122	-0.266067978	-0.851940591	1.487822801	-0.557893117	0.575251326	1.322813239	0.678003917	1.174411417	0.479843651	-1.467410629	-0.5018862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg15693668	-0.734894419	1.632103098	1.359978999	-0.849106591	-0.670739393	1.147623173	1.235897615	-0.853853984	1.449417615	1.554470438	-0.745594107	-0.764822334	1.42228025	-0.770186981	-0.770505825	-0.906745561	-0.688301371	-0.772394385	1.391010312	-0.795353948	-0.716394517	-0.80757861	-0.861624866	-0.930811545	1.167708651	1.115485715	1.327429682	-0.844760598	-0.83803451	1.293373424	-0.875381299	1.434039851	1.161573061	0.798566266	1.230964116	-0.787556251	1.393862572	-0.730190281	-0.686299188	-0.69878214	-0.756189071	-0.79398167	-0.796656278	-0.773000404	-0.503049228	1.484412203	-0.834236245	1.574276164	1.326223534	-0.596493732	-0.616492066	1.283690565	1.238277541	-0.596008979	-0.796385349	-0.870023408	-0.78780896	-0.806362468	-0.679460485	-0.844668032	-0.736783145	1.356201151	-0.778374419	-0.537015392	-0.583347678	1.045338941	1.426684735	-0.6616253	-0.717563538	1.315848018	1.291835264	-0.749962285	-0.81636128	-0.729427997	-0.639962891	1.888778792	-0.70200352	-0.827041242	0.954349041	1.32893661	1.384835893	-0.711535464	0.90236083	1.378326851	-0.721621933	1.408762736	-0.829743024	-0.861199926	-0.794622891	1.268509091	0.855426413	1.186358629	-0.755188537	-0.781085707	-0.835686539	-0.739989161	1.313821276	-0.655723833	-0.63917631	1.33477836	0.593997774	-0.825426356	-0.805349319	-0.816894673	0.98882341	-0.749027365	-0.747448916	-0.753853892	-0.723391017	-0.640350233	1.293616333	1.418599695	1.37047518	-0.826115665	1.510943601	-0.716517301	-0.740171366	1.253189016	1.010811528	-0.84500045	-0.799276737	-0.71733474	-0.733785369	-0.647240728	-0.792777352	-0.585997386	-0.684517844	1.317759377	-0.850724656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg15694715	0.129380797	0.129380797	0.764659084	0.396666459	0.064757801	-0.34718051	-0.435629536	0.062900997	0.129380797	0.129380797	-0.089647786	0.168547429	0.129380797	-0.673752628	0.640466709	-1.295904632	1.014898767	-0.6436204	-1.335246657	-1.375911779	-0.624811044	-1.076739656	-1.280499331	-1.392439442	-1.34105472	-1.254458594	-0.846961546	-1.020408704	1.175104015	-0.957734391	-0.881313606	0.111503289	-1.187183026	-0.727831879	-0.007089557	0.371085275	1.479199487	0.329467127	-0.505904398	1.345277148	1.827469698	0.325028582	1.476858439	-0.521126064	1.630586323	1.102954312	0.434311047	-0.2561958	1.147669833	-1.474104433	-1.542138179	-1.172847377	-1.240538833	-0.338672215	1.325352788	-0.391639708	-0.852570831	-0.973280354	1.588924554	0.048876162	-0.817636968	-0.850065538	-0.691336889	1.127732067	-0.334050359	1.289364748	0.157039968	0.930895794	-0.612799706	0.257128616	0.621403968	0.870705882	1.082932695	1.304669464	-0.009964468	-0.944599478	-0.784154264	1.347254602	0.794848332	-0.029315511	0.116085582	1.494481036	-0.017642681	-0.670503122	0.568769901	0.723627458	0.610495048	-0.138250201	-1.368194531	0.129380797	0.072877271	-0.324241143	1.412111754	0.48868476	-0.58491719	1.48478417	1.686919388	1.722168298	1.804008866	1.773114291	0.915977318	1.753587888	1.672123167	-0.662060231	0.238281877	1.245047358	1.547116732	1.167170229	1.300619679	0.265288719	0.706082895	0.841029907	1.298429236	1.553419459	-0.578405864	1.445548563	-0.908175526	-0.037384779	0.927109637	-1.099820249	1.001177312	1.598940632	1.025799079	-0.390091731	1.551814054	0.790742791	0.992600637	-1.231679629	-1.206754849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg15700739	0.909045813	-0.668810765	0.746400113	0.723333019	1.358830416	-0.289159358	0.597288743	1.037665802	0.482388278	0.825920658	0.933950502	-1.45050362	-0.165437913	-1.508470631	-0.501155674	-0.051060931	-1.461084491	-0.036168156	-1.482158119	-1.338395595	-0.204514815	-0.31469382	0.03916262	-0.660537122	-0.09623237	-0.444736119	0.226952823	-0.238727703	0.760035725	0.013861188	-0.058937952	0.602433309	-0.942825852	0.628450325	0.00968194	0.993942266	1.67438877	0.947694521	0.429828912	1.335233851	1.023174136	1.017483179	1.170578686	0.477890649	0.60427694	0.420560105	-1.158009696	0.106212347	0.54902124	0.259601029	-0.012062881	0.093459173	-0.109392933	-1.098972212	-1.366833943	-0.839785448	0.94369799	-1.450573455	-1.316966376	0.882993021	-1.439254168	0.808830367	-1.508371554	0.878501631	-1.437261456	0.580188791	0.913902404	1.017072154	0.591280648	0.92189434	0.996730568	0.930441792	1.130542202	1.035402934	-0.959901246	-1.333848776	1.227343398	0.748916947	0.142529746	-0.560556864	0.851975366	1.052403378	-0.064670538	1.08179262	0.965248945	0.912459054	0.774687535	0.30832223	-1.475795473	0.725262484	-0.373752863	-0.342802298	0.961366735	0.6743194	0.944276066	1.033598245	0.865129497	1.051709475	1.584686686	0.869505043	-1.467185056	1.379974271	1.617163208	-1.422651135	0.718879296	0.818576126	1.086083579	0.000742216	0.871670054	-0.847219628	0.096349807	1.066968422	1.161796889	0.676701587	0.916129492	0.449849332	-1.277425026	-1.105771605	0.357686956	0.393467036	0.989175627	0.188451898	-1.429949756	0.959847292	0.857842723	-0.537618435	-1.426790753	-1.493623025	-0.39805295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg15706568	-1.700283873	0.98527222	0.016656547	0.147062683	0.712199982	-0.552194911	-0.722610932	-1.611314224	-0.702099429	0.591922189	-0.31723183	1.285076973	0.798589394	-1.623818865	-0.965447426	0.023165903	0.875056635	0.056731913	0.724946367	-0.135930156	-0.094293514	0.067873121	0.750377345	0.000452873	-1.60502229	-0.068883671	1.283051561	1.305867992	0.393099878	0.558816386	1.094185343	0.133806655	0.929077407	-1.562867465	1.527721621	0.454966638	0.520362907	0.141735659	-0.778831117	0.944412337	0.292235293	0.858675912	1.839564834	0.834204195	-1.591117869	-1.567591548	1.499789426	-1.477595624	1.461618181	-1.617410985	-1.625192204	0.269260222	0.386762506	0.256728806	0.48777465	-1.627826052	-1.65917962	0.966510345	-0.619410527	0.261251249	-0.9106152	-1.620660679	1.885299288	-0.277647964	0.803147334	0.156945825	0.700560646	-1.62631626	0.813794411	-0.729742866	0.479059455	1.049338976	1.662091642	-1.651789671	1.371798613	1.863302628	0.350832593	0.973948583	0.266360093	-1.011103332	-1.521584327	-0.280096197	-0.077617242	0.679174843	0.231833386	-0.01669121	-0.037989115	-1.629060546	0.651707651	-0.629006093	-0.136373651	-0.979549613	-0.1907936	0.150120201	0.876890632	1.549201868	-1.607875917	0.948219167	1.159668652	-0.344293392	1.618804999	-0.534684484	0.211128566	0.273084321	-0.767053239	0.161532413	0.108868896	-1.634289502	1.163439336	0.295071209	-0.801964104	0.292559189	0.332373991	0.82206538	0.280105959	-1.538894749	0.243290939	1.198229166	0.33452122	-1.553561326	-0.493079108	-1.616154575	1.334651308	1.615156984	0.668777612	0.643132916	-1.633222207	-0.996275862	1.45351992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg15731035	-1.024630838	1.532125543	1.086740314	0.856588524	1.471712367	1.356591635	-0.515004501	-0.515005	0.718260592	-1.073804282	-1.144914106	-0.345791903	0.702786207	-1.867451512	1.566969111	-0.841067182	0.978155261	-1.003210416	-0.659603348	-0.727698325	-1.159224363	-1.112614876	-0.986377914	-0.763597434	-0.804848756	-0.310327373	-1.028946131	-1.241742701	1.577586614	-0.645138194	-0.764823679	-0.324953255	-1.041221952	0.755556558	-0.418260084	0.134328346	-0.986327974	-0.392809572	1.609183308	-0.548052748	-0.081368791	-1.050542697	1.590399243	1.191147381	1.583694027	-0.737660171	1.25391299	-0.490145396	0.822573121	-1.269155091	-1.122418763	-0.370348829	-1.173771101	0.046641054	-0.716298852	1.516974703	-0.152087916	-0.901546225	-0.487438234	0.083799409	-1.081935823	-0.557260048	-0.801048745	1.179390895	-0.371625509	0.992460402	-0.195238634	1.084090782	-1.24383159	-0.353003909	0.392798081	1.503020834	0.324298514	-0.193147226	-1.075683722	1.265668576	1.432028168	0.902827743	1.250513672	-0.632834883	-0.042754429	0.516817247	0.304917543	1.520954649	-0.246682825	-0.271511744	-0.678635885	-0.211253672	-0.666741531	1.424992704	1.053976828	-0.70649236	1.53641838	-0.836974311	0.220831251	0.608681158	1.158468352	1.360100872	1.563522276	1.375190475	1.577636283	1.546557362	-0.931033774	-0.691600487	0.286410616	-0.340209096	1.021899316	1.386223239	1.531286319	0.945294362	1.440603712	-0.158143886	1.594570778	1.589870151	-1.171688258	1.476279641	0.636628787	-0.590784206	1.236850322	-0.726177483	-0.507799075	1.58280874	1.473406648	-0.867121567	-0.507588936	0.30072611	1.093427137	-0.514348987	-0.89770838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg15754594	-0.704686397	0.1334259	0.948795497	0.904395522	-0.681232538	0.473806993	0.680726992	0.485150979	-0.439576416	0.018553445	-0.109091011	-0.63259672	0.254810827	2.037930966	2.291593322	-1.004040416	1.830202732	-1.224144398	-1.589460778	-1.321041224	-1.535865939	-1.12808406	-0.613434027	-1.323607046	-0.955993681	-0.220544195	-1.467561914	-1.234008319	-0.362558938	-0.254223021	-0.500101556	0.875864145	-0.424843198	-0.028472831	-0.030102812	0.782294875	0.669774646	1.100931056	0.112006607	1.009324827	-0.425587936	1.611316572	0.928204242	-0.641320642	-0.411258574	-0.008704308	0.103197424	-1.072601173	0.517828123	-1.362187118	-1.307536848	0.019908838	-0.941001994	-0.1692211	-0.090252287	-0.148168674	-0.144556535	-0.575442999	1.263712291	0.490542401	-0.191649324	1.005074624	-0.826108547	2.281634845	-0.049315591	0.981664216	0.183631838	-0.393862443	-1.05538101	0.842355625	-0.856371829	0.043361903	-0.348419089	-0.325058073	-0.244514432	-1.275642036	-0.734131886	1.539290939	0.827981433	0.015144303	0.923310967	-0.500305898	0.590880514	-0.495926441	0.573361825	1.752974615	0.372539771	0.118417935	-1.181004954	0.516115066	1.288979309	-0.858167398	1.562968384	-0.140997136	0.412983711	-0.35202248	0.93729449	1.673578452	0.636789007	1.41818606	-0.916575881	2.140543983	-0.314912943	0.75848665	1.727483891	0.947196838	1.610871079	0.133528141	1.320564165	0.476010339	0.304271041	0.98894903	0.095992155	0.868613668	0.041121622	1.877663475	0.465966597	-0.032562561	-0.109096105	0.451062794	1.508636022	-0.07464623	0.813250348	0.766859759	0.649379886	-0.236082738	0.613445515	-1.470638509	-0.806117432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg15771339	-0.765423882	1.300354102	1.120078905	-0.747240363	-0.781334384	1.453515263	1.471971701	-0.722415805	1.306292054	1.450732472	-0.782495643	-0.769059699	1.173461874	-0.80725141	-0.785898385	-0.791441544	-0.751385949	-0.769422657	0.819439961	-0.796113599	-0.778439207	-0.75612793	-0.811823115	-0.770064507	0.931676875	0.824190007	1.041730727	-0.760971875	-0.818554604	1.121712872	-0.809439874	1.482671131	1.082791918	0.785621262	1.585473241	-0.757457695	1.204295285	-0.700630945	-0.76282108	-0.739431303	-0.691085034	-0.177077099	-0.703212091	-0.628334232	-0.727041197	1.317258831	-0.710200472	1.783266114	1.392366633	-0.738863152	-0.713329811	1.155937835	1.130153631	-0.736614777	-0.752028081	-0.746786936	-0.751723699	-0.697125606	-0.723985909	-0.722775724	-0.740573225	1.257839146	-0.79118908	-0.779559418	-0.764803368	1.181551873	1.360922877	-0.793164764	-0.753183946	1.305289809	1.677608838	-0.719835243	-0.775415564	-0.741999776	-0.744125147	1.460313292	-0.742646102	-0.764095924	1.610640692	1.65502496	1.699188515	-0.815151695	0.801352339	1.465051521	-0.74280355	1.118714236	-0.75468193	-0.760414469	-0.749605881	1.131186538	1.331512649	1.134466834	-0.743307429	-0.764027797	-0.754711301	-0.742289155	1.423975977	-0.697611022	-0.70374077	1.79166833	0.902635782	-0.772463924	-0.785077328	-0.745332474	1.505662386	-0.765658116	-0.746248281	-0.727949397	-0.73904044	-0.701583064	1.284861192	1.458756193	1.688200906	-0.71708341	1.924108695	-0.642482219	-0.735411353	1.559209035	0.707653381	-0.762417294	-0.726158237	-0.769226772	-0.746711593	-0.754622836	-0.735294486	-0.707455683	-0.761882273	0.69930444	-0.758106259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg15771597	-0.816956258	1.43961608	1.230327401	0.052190082	-1.057097754	0.716840214	0.893274127	-1.015468001	1.021431229	1.079347603	-0.860045054	-0.988849301	1.100620762	-1.13046466	-1.055443146	-0.873139283	0.415248349	-0.94141643	1.230288223	-1.071980226	-0.889664541	-0.585188456	-0.917098395	-0.961354748	0.969675052	1.048362584	1.252522663	-0.893505884	-0.597583213	1.026438622	-0.93401492	1.099981438	0.921431718	0.373445034	-0.042795848	-0.869090697	1.093295206	0.031024447	-0.766559491	-1.030663796	-0.61796879	0.109617933	-0.709670731	-0.711624438	-1.035880272	1.172606929	-0.847136625	1.624199044	1.271667336	-0.855438441	-0.971873798	1.186036047	1.045640373	-0.785673507	-1.07665325	-1.075028843	-0.881010914	-1.118441937	-0.676961263	-0.861923107	-1.026257788	0.972186975	-0.991369587	1.550631724	-1.050444233	1.243649223	1.003619891	-0.939262388	-1.060907477	1.720850453	1.042367692	-0.549152342	0.24181729	1.145850269	-0.941568583	1.025249936	-0.936388203	-0.88951767	0.667462902	1.196809677	1.140662437	-0.813263327	1.164705935	1.968131322	-0.793399849	1.114005669	-0.806125189	-0.926110597	-1.096172519	1.087184586	0.871403455	1.15062711	-0.654051113	-0.84768709	-0.695702158	0.17392117	1.7132737	0.004176653	1.41348087	1.98984228	1.653817283	-0.447803061	-0.763739051	-0.964346214	1.237567326	-0.160222427	0.122212603	0.644233146	-0.633025069	-0.408942266	0.819929459	0.729259232	0.809206215	-0.989477496	1.278423085	-0.898571635	-1.151095785	1.500378147	0.840151224	-0.938478965	1.533637434	0.303615652	-0.632608138	-1.048465951	0.830800153	-1.000447868	0.281234802	1.428209327	-0.876537417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg15773974	-0.007375494	0.613769827	0.370544931	-1.503509818	1.214219891	0.468904691	0.666908199	-1.622140073	1.197127972	-1.169923609	-0.583619059	-0.1563403	0.157851906	1.152339707	-0.105066366	-1.215195629	0.800433181	-0.504091866	-1.800841948	-0.731337731	-0.231704241	0.828484095	-0.911301409	-1.923384511	-1.688561702	-0.927865104	0.297723326	1.010004041	-1.410158462	0.488662705	0.97150891	-1.300700538	-1.864887634	-1.326836735	-1.165642015	-1.086400298	-0.448443472	1.039846948	1.26470502	1.206449428	1.218950261	1.174989298	0.071569371	0.917498863	0.150411132	0.708474729	0.368446381	-0.130930771	0.764572493	0.936465636	-0.088936021	0.57430066	-0.108655375	0.351785622	0.835946782	-0.068277016	0.336528306	-1.629278138	-1.400711279	1.085302504	0.494996244	-1.989071185	-0.606316864	0.988043774	-2.173654518	0.964767128	0.252668124	0.182230876	0.601086038	0.212514939	-0.84017059	1.238264199	1.159942304	-0.95795555	-0.136828738	1.233573551	-1.279272755	1.208917494	1.211914969	0.211732722	0.591256038	1.288971203	1.202976884	-1.407791907	1.256106654	-0.102376489	1.02752882	-0.490880503	-2.081748921	0.805803929	0.845641493	-1.329766347	0.853513068	1.277958446	1.26191269	0.047720745	-1.070349585	0.500188806	-1.662596821	0.294650092	-1.356080927	1.1274543	-0.076823281	-0.458572942	0.050733512	1.160323205	0.826870476	1.115579549	-0.038656383	1.119157106	-1.404620348	-1.759458109	0.190780192	0.227704908	-0.053142843	0.813007693	-0.476533219	0.154151156	1.100067709	1.054130861	0.524004601	-1.546814031	1.143619248	0.918118643	-1.892139874	0.38665455	0.726892125	-0.430401674	-2.002977872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg15788369	-0.706814409	-0.401979949	-0.427399297	1.460792677	-0.399849096	0.681523092	-0.186098157	-0.383345343	-1.353445835	0.267125574	1.776516232	-1.351228487	-0.3978029	1.793384739	1.955729737	-0.805363041	0.356935899	-0.696829184	-0.7933438	-0.394201477	-0.122676509	0.33511693	-0.120336238	-0.947947649	-1.410556204	-0.534683998	-0.967241003	-0.832518942	-1.546850521	-0.506464288	-1.397267009	1.741238188	-0.14439976	-1.406503815	0.410459687	-0.484813967	-0.955035005	0.080300804	-0.847727943	1.363537084	0.648796164	-0.706814409	-0.14675101	-0.368314463	1.336435297	1.59883764	1.106718767	0.624687839	0.05839899	-0.352786151	-0.436512607	-0.726045137	-0.325020659	0.699499409	0.678698558	1.440124696	0.713931845	0.858372169	-0.190870679	0.525418537	0.329645513	0.740104584	0.612529698	0.97195039	-1.53388668	0.63796884	-0.792759513	-0.585808571	-1.495760816	-1.691189157	1.389885534	1.370842076	1.089204775	0.199050587	0.703349766	-0.841561183	1.539373917	1.503548954	1.071567912	-0.889841215	-0.461041246	1.257166942	-0.097052598	-1.47863929	1.779803415	-1.517787417	0.535198902	1.558213599	-1.802112102	0.916876703	0.829200583	-1.03231863	1.370886925	-0.533033743	-0.02372127	1.397051391	1.339509458	-0.706814409	1.907933032	1.582995351	-0.196038398	1.671313228	-1.043095969	-0.725791598	0.616795563	1.392042291	1.55836297	1.107790662	1.606434383	0.464741173	-1.437181204	1.475526118	0.759125164	0.612333667	-1.061619277	0.274492231	-1.442473894	0.039061602	-1.12702629	0.31393987	-0.324979064	1.445215813	1.247265322	-0.897757048	-0.992892845	-0.759651432	0.821124939	-0.885658455	-1.204630266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
