	TCGA.3Z.A93Z	TCGA.6D.AA2E	TCGA.A3.3358	TCGA.A3.3387	TCGA.A3.A6NI	TCGA.A3.A6NJ	TCGA.A3.A6NL	TCGA.A3.A6NN	TCGA.A3.A8CQ	TCGA.A3.A8OU	TCGA.A3.A8OV	TCGA.A3.A8OW	TCGA.A3.A8OX	TCGA.AK.3440	TCGA.AK.3458	TCGA.B0.4698	TCGA.B0.4700	TCGA.B0.4706	TCGA.B0.4710	TCGA.B0.4712	TCGA.B0.4810	TCGA.B0.4811	TCGA.B0.4815	TCGA.B0.4816	TCGA.B0.4818	TCGA.B0.4821	TCGA.B0.4852	TCGA.B0.5080	TCGA.B0.5399	TCGA.B0.5400	TCGA.B0.5402	TCGA.B0.5690	TCGA.B0.5691	TCGA.B0.5692	TCGA.B0.5693	TCGA.B0.5694	TCGA.B0.5695	TCGA.B0.5696	TCGA.B0.5697	TCGA.B0.5698	TCGA.B0.5699	TCGA.B0.5700	TCGA.B0.5701	TCGA.B0.5702	TCGA.B0.5703	TCGA.B0.5705	TCGA.B0.5706	TCGA.B0.5707	TCGA.B0.5709	TCGA.B0.5710	TCGA.B0.5711	TCGA.B0.5712	TCGA.B0.5713	TCGA.B0.5812	TCGA.B2.3924	TCGA.B2.5633	TCGA.B2.5635	TCGA.B2.5636	TCGA.B2.5639	TCGA.B2.5641	TCGA.B2.A4SR	TCGA.B4.5377	TCGA.B4.5378	TCGA.B4.5832	TCGA.B4.5834	TCGA.B4.5835	TCGA.B4.5836	TCGA.B4.5838	TCGA.B4.5843	TCGA.B4.5844	TCGA.B8.4146	TCGA.B8.4153	TCGA.B8.4621	TCGA.B8.4622	TCGA.B8.5545	TCGA.B8.5546	TCGA.B8.5549	TCGA.B8.5550	TCGA.B8.5551	TCGA.B8.5552	TCGA.B8.5553	TCGA.B8.A54D	TCGA.B8.A54E	TCGA.B8.A54F	TCGA.B8.A54G	TCGA.B8.A54H	TCGA.B8.A54I	TCGA.B8.A54J	TCGA.B8.A54K	TCGA.B8.A7U6	TCGA.B8.A8YJ	TCGA.BP.4770	TCGA.CJ.5671	TCGA.CJ.5672	TCGA.CJ.5675	TCGA.CJ.5676	TCGA.CJ.5677	TCGA.CJ.5678	TCGA.CJ.5679	TCGA.CJ.5680	TCGA.CJ.5681	TCGA.CJ.5682	TCGA.CJ.5683	TCGA.CJ.5684	TCGA.CJ.5686	TCGA.CJ.5689	TCGA.CJ.6027	TCGA.CJ.6028	TCGA.CJ.6030	TCGA.CJ.6031	TCGA.CJ.6032	TCGA.CJ.6033	TCGA.CW.5580	TCGA.CW.5581	TCGA.CW.5583	TCGA.CW.5584	TCGA.CW.5585	TCGA.CW.5587	TCGA.CW.5588	TCGA.CW.5589	TCGA.CW.5590	TCGA.CW.5591	TCGA.CW.6087	TCGA.CW.6088	TCGA.CW.6090	TCGA.CW.6093	TCGA.CW.6097	TCGA.CZ.4863	TCGA.CZ.4864	TCGA.CZ.4865	TCGA.CZ.4866	TCGA.CZ.5451	TCGA.CZ.5452	TCGA.CZ.5453	TCGA.CZ.5454	TCGA.CZ.5455	TCGA.CZ.5456	TCGA.CZ.5457	TCGA.CZ.5458	TCGA.CZ.5459	TCGA.CZ.5460	TCGA.CZ.5461	TCGA.CZ.5462	TCGA.CZ.5463	TCGA.CZ.5464	TCGA.CZ.5465	TCGA.CZ.5466	TCGA.CZ.5467	TCGA.CZ.5468	TCGA.CZ.5469	TCGA.CZ.5470	TCGA.CZ.5982	TCGA.CZ.5984	TCGA.CZ.5985	TCGA.CZ.5986	TCGA.CZ.5987	TCGA.CZ.5988	TCGA.CZ.5989	TCGA.DV.5565	TCGA.DV.5566	TCGA.DV.5567	TCGA.DV.5568	TCGA.DV.5569	TCGA.DV.5573	TCGA.DV.5574	TCGA.DV.5575	TCGA.DV.5576	TCGA.DV.A4VX	TCGA.DV.A4VZ	TCGA.DV.A4W0	TCGA.EU.5904	TCGA.EU.5905	TCGA.EU.5906	TCGA.EU.5907	TCGA.G6.A5PC	TCGA.G6.A8L6	TCGA.G6.A8L7	TCGA.G6.A8L8	TCGA.GK.A6C7	TCGA.MM.A563	TCGA.MM.A564	TCGA.MM.A84U	TCGA.MW.A4EC	TCGA.T7.A92I
hsa-mir-3162	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	7.07026957	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	-0.101765471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3163	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	2.489941268	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	10.32699718	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	5.752917763	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	-0.147244416	2.697931766	-0.147244416	-0.147244416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3164	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	2.520423029	-0.220483064	-0.220483064	-0.220483064	-0.220483064	2.126754508	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	2.425995714	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	1.10023648	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	-0.220483064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3165	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	7.16967889	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	9.692216265	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	-0.139383917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3166	-0.254310065	0.997206762	-0.254310065	-0.254310065	-0.254310065	1.619905299	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	0.694007799	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	2.937828381	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	1.867474762	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	1.416739387	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	2.844060769	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	1.867356691	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	1.989593373	-0.254310065	-0.254310065	-0.254310065	-0.254310065	3.106232598	-0.254310065	-0.254310065	-0.254310065	-0.254310065	4.849916864	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	-0.254310065	8.971057099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3167	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3168	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	2.850574101	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	-0.116889646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3170	-0.816303013	-1.958839532	-1.155367829	-1.77776722	0.064923843	-0.118797823	-0.503895662	-1.032622997	-0.898160002	0.503015439	0.275777163	-0.593191652	-1.594351158	-1.900465465	0.739712948	0.458060833	-0.158486492	2.012458764	0.261576225	-0.282444463	-0.346277808	0.115441972	0.536068042	0.195356562	0.850436177	0.2656816	0.406930322	-0.133911594	0.794766424	-1.706422419	-0.679277966	0.391942555	0.309636912	1.781902132	1.134383129	-0.442116443	1.399986403	1.024274592	0.250531779	1.071722732	0.271125594	2.003226392	0.10957621	-0.60334847	0.003700045	0.24287396	0.135885102	1.527455746	-0.072418019	0.27709301	-1.333175706	-0.893806228	0.786397224	0.850788357	-0.390145115	0.195034928	-1.044976596	-1.866517701	2.811718552	-0.111937833	-0.912302544	2.287108324	-0.073705388	-0.027408077	0.025143908	-0.616528209	0.628971071	0.922358691	2.124026445	-0.669585978	1.601209597	1.605423881	1.442723713	-0.34986573	-0.487092551	2.734431001	-0.436695376	-0.460147894	-1.070772455	-0.981212593	2.200138568	-0.189748018	-2.379544018	-0.329249585	0.306180104	-0.200883557	-1.758023156	-0.394045036	-0.988902559	-0.02100922	-1.168602794	0.459296839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3171	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	9.285474541	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	-0.104514228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3173	0.560222817	-0.404341036	-0.162819727	-0.923768778	0.915837686	0.500913275	-0.448959511	1.235359261	0.183442495	0.557026974	0.871876303	-0.530180297	0.597698458	-0.923768778	0.364566647	3.061273912	-0.923768778	0.274553578	0.164348105	-0.051409188	1.237121076	-0.004893489	2.403066783	-0.069452938	-0.923768778	1.597818653	1.055964583	0.401091767	0.264577109	-0.923768778	-0.923768778	-0.923768778	0.199185642	0.673068266	-0.923768778	-0.923768778	1.414965602	0.514389945	1.08703906	-0.923768778	-0.230218819	0.412141804	-0.923768778	3.201208002	-0.923768778	1.077953387	-0.923768778	-0.923768778	0.896160475	-0.923768778	-0.923768778	-0.090250205	0.583737906	-0.923768778	-0.402407228	-0.388927859	-0.428035731	0.26766628	0.523748306	1.697668967	2.483703456	0.074784883	-0.923768778	-0.923768778	0.077023867	-0.923768778	-0.043195262	-0.923768778	0.381815375	0.510198307	3.494713221	-0.923768778	0.007537674	1.668557429	-0.923768778	1.057617129	-0.923768778	-0.923768778	-0.923768778	-0.256599956	-0.923768778	-0.923768778	-0.923768778	-0.923768778	0.942147713	-0.352001551	-0.134818637	-0.50252935	-0.923768778	0.231110484	0.454386073	-0.923768778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3174	0.41424486	-0.54673822	-0.54673822	-0.54673822	-0.54673822	0.786572576	-0.54673822	-0.54673822	0.7770548	1.991419551	-0.54673822	-0.54673822	-0.54673822	-0.54673822	-0.54673822	1.197595117	-0.54673822	0.559851737	-0.54673822	-0.54673822	0.378895714	-0.54673822	-0.54673822	2.115277177	0.69751307	0.826157907	-0.54673822	-0.54673822	1.490145896	4.033030073	-0.54673822	-0.54673822	-0.54673822	-0.54673822	-0.54673822	-0.54673822	1.757447752	-0.54673822	-0.54673822	-0.54673822	-0.54673822	-0.54673822	-0.54673822	2.039883836	-0.54673822	-0.54673822	-0.54673822	-0.54673822	-0.54673822	-0.54673822	-0.54673822	-0.54673822	2.037203419	-0.54673822	-0.084802595	-0.54673822	-0.108218511	-0.54673822	-0.54673822	-0.54673822	1.106129094	1.164832555	-0.54673822	1.893770084	-0.54673822	-0.54673822	0.962608702	-0.54673822	3.35919476	1.911152879	-0.54673822	2.03726141	-0.54673822	-0.54673822	1.20753743	-0.54673822	-0.54673822	1.843941048	1.677177773	0.596822415	1.535588873	-0.54673822	-0.54673822	0.777524536	1.244290871	-0.54673822	-0.54673822	-0.54673822	-0.54673822	0.181099047	-0.54673822	-0.54673822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3175	-0.223612799	-0.223612799	-0.223612799	2.598949891	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	2.354206377	-0.223612799	1.407735972	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	5.139312838	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	7.625064966	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	-0.223612799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3176	0.055914377	1.311027824	0.254686816	-0.475230191	-0.475230191	-0.475230191	-0.475230191	-0.475230191	-0.475230191	2.232039224	1.873813749	0.244349167	-0.475230191	1.558876726	-0.475230191	1.385324085	-0.475230191	-0.475230191	-0.475230191	-0.475230191	-0.475230191	-0.475230191	-0.475230191	-0.475230191	-0.475230191	0.989138864	-0.475230191	-0.475230191	-0.475230191	4.409677583	-0.475230191	-0.475230191	-0.475230191	-0.475230191	-0.475230191	-0.475230191	0.860352303	-0.475230191	-0.475230191	-0.475230191	-0.475230191	1.967152464	-0.475230191	-0.475230191	-0.475230191	0.966447776	-0.475230191	-0.475230191	-0.475230191	-0.475230191	0.924203606	-0.475230191	-0.475230191	-0.475230191	1.317310602	2.126001519	1.233912985	-0.475230191	2.171197397	-0.475230191	-0.475230191	-0.475230191	-0.475230191	2.127883597	-0.475230191	-0.475230191	1.134681063	-0.475230191	-0.475230191	-0.475230191	-0.475230191	-0.475230191	-0.475230191	-0.475230191	-0.475230191	3.147244724	-0.475230191	2.074734566	1.896860236	-0.475230191	-0.475230191	-0.475230191	-0.475230191	-0.475230191	-0.475230191	1.480084513	0.967170345	-0.475230191	-0.475230191	-0.475230191	-0.475230191	-0.475230191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3177	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	1.025961638	-0.310894477	1.483333844	-0.310894477	-0.310894477	-0.310894477	2.121584747	-0.310894477	-0.310894477	-0.310894477	-0.310894477	2.111710085	-0.310894477	-0.310894477	-0.310894477	-0.310894477	3.187599873	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	1.423502111	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	3.292421598	-0.310894477	0.333276443	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	3.092403287	-0.310894477	5.826336516	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	1.66606912	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	-0.310894477	1.61813916	2.983238531	-0.310894477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
