	TCGA.3Z.A93Z	TCGA.6D.AA2E	TCGA.A3.3358	TCGA.A3.3387	TCGA.A3.A6NI	TCGA.A3.A6NJ	TCGA.A3.A6NL	TCGA.A3.A6NN	TCGA.A3.A8CQ	TCGA.A3.A8OU	TCGA.A3.A8OV	TCGA.A3.A8OW	TCGA.A3.A8OX	TCGA.AK.3440	TCGA.AK.3458	TCGA.B0.4698	TCGA.B0.4700	TCGA.B0.4706	TCGA.B0.4710	TCGA.B0.4712	TCGA.B0.4810	TCGA.B0.4811	TCGA.B0.4815	TCGA.B0.4816	TCGA.B0.4818	TCGA.B0.4821	TCGA.B0.4852	TCGA.B0.5080	TCGA.B0.5399	TCGA.B0.5400	TCGA.B0.5402	TCGA.B0.5690	TCGA.B0.5691	TCGA.B0.5692	TCGA.B0.5693	TCGA.B0.5694	TCGA.B0.5695	TCGA.B0.5696	TCGA.B0.5697	TCGA.B0.5698	TCGA.B0.5699	TCGA.B0.5700	TCGA.B0.5701	TCGA.B0.5702	TCGA.B0.5703	TCGA.B0.5705	TCGA.B0.5706	TCGA.B0.5707	TCGA.B0.5709	TCGA.B0.5710	TCGA.B0.5711	TCGA.B0.5712	TCGA.B0.5713	TCGA.B0.5812	TCGA.B2.3924	TCGA.B2.5633	TCGA.B2.5635	TCGA.B2.5636	TCGA.B2.5639	TCGA.B2.5641	TCGA.B2.A4SR	TCGA.B4.5377	TCGA.B4.5378	TCGA.B4.5832	TCGA.B4.5834	TCGA.B4.5835	TCGA.B4.5836	TCGA.B4.5838	TCGA.B4.5843	TCGA.B4.5844	TCGA.B8.4146	TCGA.B8.4153	TCGA.B8.4621	TCGA.B8.4622	TCGA.B8.5545	TCGA.B8.5546	TCGA.B8.5549	TCGA.B8.5550	TCGA.B8.5551	TCGA.B8.5552	TCGA.B8.5553	TCGA.B8.A54D	TCGA.B8.A54E	TCGA.B8.A54F	TCGA.B8.A54G	TCGA.B8.A54H	TCGA.B8.A54I	TCGA.B8.A54J	TCGA.B8.A54K	TCGA.B8.A7U6	TCGA.B8.A8YJ	TCGA.BP.4770	TCGA.CJ.5671	TCGA.CJ.5672	TCGA.CJ.5675	TCGA.CJ.5676	TCGA.CJ.5677	TCGA.CJ.5678	TCGA.CJ.5679	TCGA.CJ.5680	TCGA.CJ.5681	TCGA.CJ.5682	TCGA.CJ.5683	TCGA.CJ.5684	TCGA.CJ.5686	TCGA.CJ.5689	TCGA.CJ.6027	TCGA.CJ.6028	TCGA.CJ.6030	TCGA.CJ.6031	TCGA.CJ.6032	TCGA.CJ.6033	TCGA.CW.5580	TCGA.CW.5581	TCGA.CW.5583	TCGA.CW.5584	TCGA.CW.5585	TCGA.CW.5587	TCGA.CW.5588	TCGA.CW.5589	TCGA.CW.5590	TCGA.CW.5591	TCGA.CW.6087	TCGA.CW.6088	TCGA.CW.6090	TCGA.CW.6093	TCGA.CW.6097	TCGA.CZ.4863	TCGA.CZ.4864	TCGA.CZ.4865	TCGA.CZ.4866	TCGA.CZ.5451	TCGA.CZ.5452	TCGA.CZ.5453	TCGA.CZ.5454	TCGA.CZ.5455	TCGA.CZ.5456	TCGA.CZ.5457	TCGA.CZ.5458	TCGA.CZ.5459	TCGA.CZ.5460	TCGA.CZ.5461	TCGA.CZ.5462	TCGA.CZ.5463	TCGA.CZ.5464	TCGA.CZ.5465	TCGA.CZ.5466	TCGA.CZ.5467	TCGA.CZ.5468	TCGA.CZ.5469	TCGA.CZ.5470	TCGA.CZ.5982	TCGA.CZ.5984	TCGA.CZ.5985	TCGA.CZ.5986	TCGA.CZ.5987	TCGA.CZ.5988	TCGA.CZ.5989	TCGA.DV.5565	TCGA.DV.5566	TCGA.DV.5567	TCGA.DV.5568	TCGA.DV.5569	TCGA.DV.5573	TCGA.DV.5574	TCGA.DV.5575	TCGA.DV.5576	TCGA.DV.A4VX	TCGA.DV.A4VZ	TCGA.DV.A4W0	TCGA.EU.5904	TCGA.EU.5905	TCGA.EU.5906	TCGA.EU.5907	TCGA.G6.A5PC	TCGA.G6.A8L6	TCGA.G6.A8L7	TCGA.G6.A8L8	TCGA.GK.A6C7	TCGA.MM.A563	TCGA.MM.A564	TCGA.MM.A84U	TCGA.MW.A4EC	TCGA.T7.A92I
hsa-mir-3606	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	13.49093899	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3607	-1.859832403	-2.268110584	0.546455113	0.050363305	-1.581107714	-1.322144085	-1.651639241	-1.327079281	-2.254803408	-1.585148721	-1.593009107	-2.198991915	-2.439201077	-0.307034725	0.909395196	0.387936075	0.307483364	0.602535842	0.475693935	0.029259271	-0.16506098	0.323966101	1.076658781	0.117941374	-0.273844935	-0.882097728	0.440277192	-0.264597727	0.165614655	0.601949649	0.161398649	0.772886195	0.884568976	1.306367035	1.026937298	0.984754544	0.190784339	1.226874781	0.994937979	0.46287601	0.937386616	1.414214261	0.016758036	0.803828832	0.96713167	0.254159413	1.091749934	0.464492025	1.276369073	0.494227446	0.15513499	-1.01589569	0.711241398	-0.264193755	-2.098807637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3609	-0.596205576	-0.596205576	-0.596205576	-0.596205576	-0.596205576	-0.596205576	-0.596205576	-0.596205576	0.216417059	-0.596205576	-0.596205576	0.537396808	-0.596205576	-0.270331691	-0.596205576	-0.596205576	-0.596205576	-0.596205576	0.548695152	-0.596205576	-0.027996592	-0.596205576	1.520916075	-0.596205576	-0.596205576	0.246559458	0.577763539	1.832948159	-0.596205576	-0.596205576	-0.596205576	0.56647617	-0.596205576	-0.596205576	-0.596205576	-0.596205576	0.172440976	2.016140831	-0.596205576	0.877322539	-0.596205576	1.363565222	-0.596205576	-0.596205576	0.639661281	-0.596205576	0.13488042	-0.596205576	-0.596205576	1.769344909	0.209188301	-0.596205576	0.989970989	2.058890561	-0.596205576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-361	0.994814389	1.486574671	-1.808844743	-1.240240371	0.431345	1.227647032	0.499958231	0.549494486	1.086416488	1.045493281	1.379419457	2.40013044	0.638739591	-0.075633937	-0.569677906	1.078742516	-0.453614061	-0.705808337	-0.208510693	-0.667760164	-0.169334237	-0.731869142	-0.144381882	-1.347150279	-1.156364988	-0.429952078	-0.316375766	0.304620961	-0.545240949	0.109027504	0.122429125	-0.414248415	-0.575299034	0.663541148	0.458483185	-0.215285648	-0.825121339	-0.000645934	-0.404651024	0.341810623	-0.480861347	0.138894958	-0.654592737	0.471924692	-0.40297795	-0.290295774	-1.033002718	-0.980503562	-0.554891972	-0.203721796	-0.792594077	-0.26696233	0.148765824	0.122817434	0.716450021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3610	-0.987436034	0.416795442	-0.987436034	-0.215558463	-0.987436034	0.45601101	0.658680723	0.597799784	-0.576603233	-0.987436034	-0.987436034	1.203183822	0.554070984	-0.383232476	-0.070638182	4.14012831	-0.987436034	-0.987436034	1.676787305	-0.987436034	0.039450171	-0.056457913	-0.987436034	1.185056753	-0.251961657	-0.987436034	0.143003378	1.351646899	0.702900242	-0.987436034	0.836833433	0.132134535	1.030041007	1.770597124	0.285011424	1.171438471	0.910773166	-0.987436034	-0.987436034	1.469636458	-0.284751084	-0.252265318	0.179812931	1.637068691	-0.987436034	0.474293574	0.829677101	0.839342132	1.529569415	-0.987436034	-0.987436034	-0.142938893	0.539926552	0.496711002	-0.219701857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3611	-0.355522689	-0.355522689	-0.355522689	2.924966374	-0.355522689	-0.355522689	-0.355522689	-0.355522689	-0.355522689	-0.355522689	1.277705238	-0.355522689	-0.355522689	-0.355522689	-0.355522689	3.920816104	-0.355522689	-0.355522689	-0.355522689	-0.355522689	-0.355522689	-0.355522689	-0.355522689	-0.355522689	-0.355522689	-0.355522689	-0.355522689	-0.355522689	-0.355522689	-0.355522689	-0.355522689	-0.355522689	-0.355522689	1.711580759	2.592490219	-0.355522689	-0.355522689	-0.355522689	-0.355522689	-0.355522689	-0.355522689	-0.355522689	-0.355522689	-0.355522689	2.401572924	-0.355522689	-0.355522689	-0.355522689	-0.355522689	-0.355522689	-0.355522689	-0.355522689	3.183078919	-0.355522689	-0.355522689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3612	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3613	0.199887956	0.728905452	-1.294273738	-1.215541318	-0.258616535	-1.189526486	-0.231420658	-0.290958583	0.382116988	0.276733773	0.265199869	0.147023203	-0.357774268	-1.220816844	1.958354115	2.314492078	-0.048369142	1.390388656	0.536887682	0.019600339	0.950205825	0.942538644	0.300902575	0.718290421	0.493588826	1.152094008	1.545946298	0.853041195	-0.158394781	2.28562117	-0.266212369	-2.33945581	-0.873033695	1.919998781	1.309394234	0.015154755	1.829181233	-1.615501222	-1.091586006	0.873307988	-1.190520159	0.967411925	-0.933359721	1.070072579	-0.146050183	-1.172378469	-0.463945464	-0.263989006	0.129757067	0.733264242	-0.551733424	0.25752528	0.757634544	0.425178819	-0.301810956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3614	0.404448841	1.092260529	-0.930160689	-1.177620891	-0.837597729	0.85457632	-0.6213682	0.479779818	0.041008371	-0.528323849	0.691371384	1.562527847	0.843766386	-0.807989733	-0.880746564	3.483256214	-1.177620891	0.370110713	-0.503180229	-0.636911719	2.310138735	-1.177620891	1.490763368	0.749257721	0.264441543	0.385318827	0.049464818	1.141654681	-0.143530728	0.478485558	-1.177620891	-0.492705748	0.05660285	-0.187863404	0.186816867	0.143105002	0.972962827	-1.177620891	-1.177620891	0.325532374	-0.38361287	0.263951203	-1.177620891	-0.242263206	-1.177620891	-0.688855844	-0.382251429	1.272473307	-1.177620891	0.692659826	-1.177620891	-0.236541062	-0.243232481	1.682219864	1.737585722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3615	1.079108209	-1.057671558	-1.053086642	-0.803647145	0.633943192	0.601069712	1.204885952	0.954819025	0.238684868	1.314216076	0.641710362	1.760362305	1.616385208	0.714056417	-0.943180587	1.408904058	-0.753391384	-0.727100077	0.399148592	-0.249214214	0.539544054	0.328386513	-0.77212963	1.03729557	1.187848177	0.000578612	1.563523521	0.688575098	0.613024745	0.746464019	-1.68972352	-0.794722245	-0.186117175	0.271627811	-1.116988236	-1.68972352	-0.83532959	-1.033874609	-1.328222887	1.266928617	-1.373441333	0.027419796	-0.156061224	-0.123866692	-0.412168376	-1.031791347	0.226120248	-0.867481073	-0.298505716	1.123860798	-0.581538456	-0.997326403	0.18996008	0.150276386	1.05345326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3616	-0.418537628	0.770103831	0.495076693	-0.418537628	-0.418537628	-0.418537628	-0.418537628	-0.418537628	0.50937683	-0.418537628	-0.418537628	-0.418537628	-0.418537628	-0.418537628	0.677511899	-0.418537628	-0.418537628	-0.418537628	-0.418537628	-0.418537628	-0.418537628	-0.418537628	-0.418537628	-0.418537628	-0.418537628	-0.418537628	-0.418537628	-0.418537628	-0.418537628	-0.418537628	-0.418537628	2.110144881	-0.418537628	1.596650149	-0.418537628	4.457535709	-0.418537628	2.872497764	-0.418537628	-0.418537628	-0.418537628	-0.418537628	-0.418537628	-0.418537628	-0.418537628	1.385965657	1.171479914	-0.418537628	-0.418537628	-0.418537628	2.793540619	-0.418537628	-0.418537628	-0.418537628	-0.418537628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3617	-0.285094771	-0.285094771	-0.285094771	-0.285094771	-0.285094771	-0.285094771	-0.285094771	1.231000182	-0.285094771	-0.285094771	0.939712889	-0.285094771	-0.285094771	-0.285094771	-0.285094771	-0.285094771	-0.285094771	-0.285094771	-0.285094771	1.250543971	-0.285094771	-0.285094771	-0.285094771	-0.285094771	-0.285094771	2.291413759	-0.285094771	-0.285094771	-0.285094771	-0.285094771	-0.285094771	-0.285094771	-0.285094771	-0.285094771	-0.285094771	-0.285094771	-0.285094771	-0.285094771	-0.285094771	-0.285094771	-0.285094771	-0.285094771	-0.285094771	-0.285094771	-0.285094771	-0.285094771	-0.285094771	-0.285094771	-0.285094771	-0.285094771	-0.285094771	-0.285094771	-0.285094771	4.156935244	-0.285094771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3618	-0.341513693	-0.341513693	0.753528947	-0.341513693	-0.341513693	-0.341513693	-0.341513693	2.02074114	-0.341513693	-0.341513693	-0.341513693	-0.341513693	-0.341513693	0.507962361	0.972192693	4.65530447	-0.341513693	-0.341513693	-0.341513693	-0.341513693	-0.341513693	-0.341513693	-0.341513693	-0.341513693	-0.341513693	-0.341513693	-0.341513693	3.2923115	-0.341513693	-0.341513693	-0.341513693	-0.341513693	-0.341513693	-0.341513693	-0.341513693	-0.341513693	-0.341513693	-0.341513693	-0.341513693	-0.341513693	-0.341513693	-0.341513693	-0.341513693	-0.341513693	-0.341513693	-0.341513693	-0.341513693	-0.341513693	2.44658976	-0.341513693	-0.341513693	-0.341513693	3.793273011	-0.341513693	-0.341513693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3619	-0.60008041	-0.60008041	-0.60008041	-0.60008041	-0.60008041	0.562787575	-0.60008041	-0.60008041	-0.60008041	-0.60008041	0.440071679	-0.60008041	2.125942775	-0.60008041	-0.60008041	-0.60008041	-0.60008041	0.365049428	1.026584212	0.704040961	0.207225787	0.773578935	2.407906923	-0.60008041	-0.60008041	1.587986188	-0.60008041	-0.60008041	0.356443352	-0.60008041	-0.60008041	-0.60008041	3.435199634	0.716393509	1.277417356	-0.60008041	-0.60008041	-0.60008041	-0.60008041	-0.60008041	-0.60008041	1.397019824	-0.60008041	-0.60008041	1.155828067	0.578758376	-0.60008041	-0.60008041	-0.60008041	-0.60008041	-0.60008041	0.645976145	3.268854377	-0.60008041	-0.197195988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-362	-0.00287492	0.356243878	1.084169619	1.523741448	-0.356188658	-0.430489498	-0.978323525	-1.09482733	-0.512655185	-0.675246402	-0.782065506	-0.656257806	-0.38258185	-0.635376054	-0.203976847	-0.255102833	1.680838849	-1.679121851	-1.060946757	1.342678355	-1.147727214	-0.615865874	-0.568521149	-1.039094813	-1.073585506	-1.605581689	-0.010061429	-1.005942589	-1.32474065	-0.945057331	0.646703024	1.732742534	0.102053693	-0.432861634	-1.476416941	0.591625414	-0.717937305	1.596309281	1.458618834	-0.588392327	1.026874337	-0.441988402	0.992632045	1.404444561	1.709654873	1.573716795	1.139659141	-0.351527885	1.422512224	-0.858491448	1.994180867	0.299854536	0.224636367	-0.648080967	-0.606925281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3620	-0.548667032	-0.548667032	-0.548667032	-0.548667032	-0.548667032	-0.548667032	-0.548667032	0.943605384	0.153915646	1.266390759	-0.548667032	0.133290938	0.214261704	-0.548667032	-0.548667032	-0.548667032	-0.548667032	-0.548667032	1.33667773	-0.548667032	-0.548667032	-0.548667032	-0.548667032	0.931578261	-0.548667032	-0.548667032	-0.548667032	-0.548667032	0.559967803	-0.548667032	2.571093915	-0.548667032	-0.548667032	-0.548667032	-0.548667032	-0.548667032	-0.548667032	-0.548667032	-0.548667032	-0.548667032	-0.548667032	0.708579735	-0.548667032	-0.548667032	1.486474573	-0.548667032	-0.548667032	-0.548667032	-0.548667032	-0.548667032	-0.548667032	-0.548667032	-0.548667032	3.823564964	0.764267897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3622a	-0.148222858	0.178188513	0.522586614	-0.562491176	-0.562491176	-0.562491176	0.114564652	-0.562491176	0.53879941	0.931267779	0.429664149	-0.001252393	-0.562491176	-0.562491176	-0.562491176	-0.562491176	2.365287486	0.358103724	4.025449139	1.694948775	-0.562491176	-0.562491176	-0.562491176	-0.562491176	1.343184322	-0.562491176	-0.562491176	4.773184845	0.349894767	-0.562491176	-0.562491176	-0.562491176	-0.562491176	-0.562491176	-0.562491176	-0.562491176	-0.562491176	-0.562491176	-0.562491176	-0.562491176	-0.562491176	-0.562491176	-0.562491176	-0.562491176	-0.562491176	1.49477003	-0.562491176	-0.562491176	0.887015814	-0.562491176	0.529002781	1.60253705	-0.562491176	-0.562491176	0.180946032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3622b	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	2.706964163	-0.230837359	-0.230837359	-0.230837359	-0.230837359	2.285016113	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	-0.230837359	4.147368513	-0.230837359	-0.230837359	-0.230837359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
